position,source_index,db_id,difficulty,question,evidence,gold_sql,valid_sql_baseline_no_evidence,execution_match_baseline_no_evidence,normalized_exact_match_baseline_no_evidence,input_token_count_baseline_no_evidence,output_token_count_baseline_no_evidence,generation_seconds_baseline_no_evidence,predicted_sql_baseline_no_evidence,sql_error_baseline_no_evidence,pipeline_error_baseline_no_evidence,valid_sql_baseline_with_evidence,execution_match_baseline_with_evidence,normalized_exact_match_baseline_with_evidence,input_token_count_baseline_with_evidence,output_token_count_baseline_with_evidence,generation_seconds_baseline_with_evidence,predicted_sql_baseline_with_evidence,sql_error_baseline_with_evidence,pipeline_error_baseline_with_evidence,valid_sql_sft_no_evidence,execution_match_sft_no_evidence,normalized_exact_match_sft_no_evidence,input_token_count_sft_no_evidence,output_token_count_sft_no_evidence,generation_seconds_sft_no_evidence,predicted_sql_sft_no_evidence,sql_error_sft_no_evidence,pipeline_error_sft_no_evidence,valid_sql_sft_with_evidence,execution_match_sft_with_evidence,normalized_exact_match_sft_with_evidence,input_token_count_sft_with_evidence,output_token_count_sft_with_evidence,generation_seconds_sft_with_evidence,predicted_sql_sft_with_evidence,sql_error_sft_with_evidence,pipeline_error_sft_with_evidence,correct_baseline_no_evidence,valid_baseline_no_evidence,correct_baseline_with_evidence,valid_baseline_with_evidence,correct_sft_no_evidence,valid_sft_no_evidence,correct_sft_with_evidence,valid_sft_with_evidence,change_evidence_effect_base,change_evidence_effect_sft,change_sft_effect_no_evidence,change_sft_effect_with_evidence
309,309,codebase_community,simple,"For the user with the display name of ""Tiago Pasqualini"", how many posts did he/she own?","""Tiago Pasqualini"" is the DisplayName;",SELECT COUNT(T1.Id) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.DisplayName = 'Tiago Pasqualini',True,False,False,1001,18,0.6322729519999939,SELECT COUNT(Id) FROM posts WHERE OwnerDisplayName = 'Tiago Pasqualini',,,True,False,False,1010,18,0.6054602949998298,SELECT COUNT(Id) FROM posts WHERE OwnerDisplayName = 'Tiago Pasqualini',,,True,True,False,1001,39,2.7081025500001488,SELECT COUNT(T1.Id) FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE T2.DisplayName = 'Tiago Pasqualini',,,True,True,False,1010,39,2.7417649770004573,SELECT COUNT(T2.Id) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.DisplayName = 'Tiago Pasqualini',,,False,True,False,True,True,True,True,True,both_wrong,both_correct,improved,improved
310,310,codebase_community,simple,Provide the display name of the user who made the vote No.6347.,vote no. 6347 refers to Id = '6347',SELECT T1.DisplayName FROM users AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.UserId WHERE T2.Id = 6347,True,True,True,996,34,1.10189781400004,SELECT T1.DisplayName FROM users AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.UserId WHERE T2.Id = 6347,,,True,True,True,1012,34,1.080655033000312,SELECT T1.DisplayName FROM users AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.UserId WHERE T2.Id = 6347,,,True,True,False,996,34,2.404166575999625,SELECT T2.DisplayName FROM votes AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.Id = 6347,,,True,True,False,1012,34,2.3818893710003977,SELECT T2.DisplayName FROM votes AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.Id = 6347,,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
311,311,codebase_community,moderate,"For the user No.24, how many times is the number of his/her posts compared to his/her votes?","user no. 24 refers to UserId = OwnerUserId = '24'; times of his/her post than votes = Divide (Count(post.Id), Count(votes.Id))",SELECT CAST(COUNT(DISTINCT T2.Id) AS REAL) / COUNT(DISTINCT T1.Id) FROM votes AS T1 INNER JOIN posts AS T2 ON T1.UserId = T2.OwnerUserId WHERE T1.UserId = 24,True,False,False,1002,41,1.3222791019998112,SELECT COUNT(posts.Id) / COUNT(votes.PostId) FROM users INNER JOIN posts ON users.Id = posts.OwnerUserId INNER JOIN votes ON users.Id = votes.UserId WHERE users.Id = 24,,,True,False,False,1036,37,1.1724334000000454,SELECT CAST(COUNT(posts.Id) AS REAL) / COUNT(votes.Id) FROM posts INNER JOIN votes ON posts.Id = votes.PostId WHERE posts.OwnerUserId = 24,,,False,False,False,1002,50,3.478423641000518,SELECT CAST(COUNT(T1.Id) AS REAL) / COUNT(DISTINCT T2.PostId) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.Id = 24,no such column: T2.PostId,,True,False,False,1036,51,3.5436938170005305,SELECT CAST(COUNT(T1.Id) AS REAL) / COUNT(DISTINCT T2.PostId) FROM posts AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.PostId WHERE T1.OwnerUserId = 24,,,False,True,False,True,False,False,False,True,both_wrong,both_wrong,both_wrong,both_wrong
312,312,codebase_community,moderate,How many views did the post titled 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer' get?,"""Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer"" is the Title of post; views refers to ViewCount",SELECT ViewCount FROM posts WHERE Title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer',True,True,True,1005,27,0.8935310910001135,SELECT ViewCount FROM posts WHERE Title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer',,,True,True,True,1033,27,0.879607040999872,SELECT ViewCount FROM posts WHERE Title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer',,,True,True,True,1005,27,1.9171169620003639,SELECT ViewCount FROM posts WHERE Title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer',,,True,True,True,1033,27,1.933511623999948,SELECT ViewCount FROM posts WHERE Title = 'Integration of Weka and/or RapidMiner into Informatica PowerCenter/Developer',,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
313,313,codebase_community,simple,Write the contents of comments with a score of 17.,score of 17 refers to Score = 17; contents of comments refers to Text,SELECT Text FROM comments WHERE Score = 17,True,True,True,991,11,0.3965469469999334,SELECT Text FROM comments WHERE Score = 17,,,True,True,True,1009,11,0.3855555079999249,SELECT Text FROM comments WHERE Score = 17,,,True,True,True,991,11,0.824085852999815,SELECT Text FROM comments WHERE Score = 17,,,True,True,True,1009,11,0.8138819060004607,SELECT Text FROM comments WHERE Score = 17,,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
314,314,codebase_community,simple,Name the user that commented 'thank you user93!',"""thank you user93"" is the Text of comment; user refers to DisplayName",SELECT T1.DisplayName FROM users AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.UserId WHERE T2.Text = 'thank you user93!',True,True,False,991,36,1.1595654830000512,SELECT T1.DisplayName FROM users AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.UserId WHERE T2.Text LIKE '%thank you user93!',,,True,False,False,1007,16,0.5384914900000695,SELECT UserDisplayName FROM comments WHERE Text = 'thank you user93!',,,True,True,False,991,37,2.5782422570000563,SELECT DISTINCT T1.DisplayName FROM users AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.UserId WHERE T2.Text LIKE '%thank you user93%',,,True,True,False,1007,37,2.5797826620000706,SELECT DISTINCT T1.DisplayName FROM users AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.UserId WHERE T2.Text LIKE '%thank you user93%',,,True,True,False,True,True,True,True,True,regressed,both_correct,both_correct,improved
315,315,codebase_community,moderate,Which user made a post titled 'Understanding what Dassault iSight is doing?' and how much is the reputation of the user?,"""Understanding what Dassault iSight is doing?"" is the Title of post; user refers to DisplayName;","SELECT T1.DisplayName, T1.Reputation FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T2.Title = 'Understanding what Dassault iSight is doing?'",True,True,True,1006,47,1.5145986009999888,"SELECT T1.DisplayName, T1.Reputation FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T2.Title = 'Understanding what Dassault iSight is doing?'",,,True,True,True,1027,47,1.4692075909997584,"SELECT T1.DisplayName, T1.Reputation FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T2.Title = 'Understanding what Dassault iSight is doing?'",,,False,False,False,1006,47,3.264408959999855,"SELECT T2.DisplayName, T1.Reputation FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T2.Title = 'Understanding what Dassault iSight is doing?'",no such column: T2.DisplayName,,False,False,False,1027,47,3.2735406290003084,"SELECT T1.DisplayName, T2.Reputation FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T2.Title = 'Understanding what Dassault iSight is doing?'",no such column: T2.Reputation,,True,True,True,True,False,False,False,False,both_correct,both_wrong,regressed,regressed
316,316,codebase_community,moderate,Who is the owner of the post titled 'Open source tools for visualizing multi-dimensional data?','Open source tools for visualizing multi-dimensional data' is the Title of Post; owner refers to DisplayName;,SELECT T2.DisplayName FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE T1.Title = 'Open source tools for visualizing multi-dimensional data?',True,False,False,997,20,0.6669679870001346,SELECT OwnerDisplayName FROM posts WHERE Title = 'Open source tools for visualizing multi-dimensional data?',,,True,False,False,1017,20,0.6558152519996838,SELECT OwnerDisplayName FROM posts WHERE Title = 'Open source tools for visualizing multi-dimensional data',,,True,True,False,997,41,2.879070247000527,SELECT T1.DisplayName FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T2.Title = 'Open source tools for visualizing multi-dimensional data?',,,True,False,False,1017,41,2.8665651800001797,SELECT T1.DisplayName FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T2.Title = 'Open source tools for visualizing multi-dimensional data',,,False,True,False,True,True,True,False,True,both_wrong,regressed,improved,both_wrong
317,317,codebase_community,moderate,Write all the comments left by users who edited the post titled 'Why square the difference instead of taking the absolute value in standard deviation?',"""Why square the difference instead of taking the absolute value in standard deviation?"" is the Title of post;",SELECT T2.Comment FROM posts AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.PostId WHERE T1.Title = 'Why square the difference instead of taking the absolute value in standard deviation?',True,False,False,1005,45,1.4275735200001236,SELECT T2.Text FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.Title = 'Why square the difference instead of taking the absolute value in standard deviation?',,,True,False,False,1023,45,1.4033887599998707,SELECT T2.Text FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.Title = 'Why square the difference instead of taking the absolute value in standard deviation?',,,True,False,False,1005,64,4.41664252999999,SELECT T2.Text FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.Title = 'Why square the difference instead of taking the absolute value in standard deviation?' AND T2.UserId IN ( SELECT UserId FROM postHistory WHERE PostId = T1.Id ),,,True,False,False,1023,45,3.150589351000235,SELECT T2.Text FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.Title = 'Why square the difference instead of taking the absolute value in standard deviation?',,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
318,318,codebase_community,challenging,Which user added a bounty amount of 50 to the post title mentioning variance?,bounty amount of 50 refers to BountyAmount = 50; user refers to DisplayName; title mentioning variance refers to Title include 'variance',"SELECT T3.DisplayName, T1.Title FROM posts AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.PostId INNER JOIN users AS T3 ON T3.Id = T2.UserId WHERE T2.BountyAmount = 50 AND T1.Title LIKE '%variance%'",True,False,False,995,58,1.880139958999962,SELECT T1.DisplayName FROM users AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.UserId INNER JOIN posts AS T3 ON T2.PostId = T3.Id WHERE T2.BountyAmount = 50 AND T3.Title LIKE '%variance%',,,True,False,False,1025,58,1.8611805370001093,SELECT T1.DisplayName FROM users AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.UserId INNER JOIN posts AS T3 ON T2.PostId = T3.Id WHERE T2.BountyAmount = 50 AND T3.Title LIKE '%variance%',,,True,False,False,995,53,3.660847174999617,SELECT T1.DisplayName FROM users AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.UserId WHERE T2.BountyAmount = 50 AND T2.PostId IN ( SELECT Id FROM posts WHERE Title LIKE '%variance%' ),,,True,False,False,1025,53,3.7073282100000142,SELECT T1.DisplayName FROM users AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.UserId WHERE T2.BountyAmount = 50 AND T2.PostId IN ( SELECT Id FROM posts WHERE Title LIKE '%variance%' ),,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
319,319,codebase_community,moderate,Calculate the average view count of each post tagged as 'humor' and list the title and the comment of each post.,tagged as  'humor' refers to tag = '<humor>'; comment of the post refers to Text; average view count = AVG(ViewCount),"SELECT AVG(T2.ViewCount), T2.Title, T1.Text FROM comments AS T1 INNER JOIN posts AS T2 ON T2.Id = T1.PostId  WHERE T2.Tags = '<humor>' GROUP BY T2.Title, T1.Text",False,False,False,1003,50,1.6244203420001213,"SELECT AVG(posts.ViewCount), posts.Title, posts.Comment FROM posts INNER JOIN postTags ON posts.Id = postTags.PostId INNER JOIN tags ON postTags.TagId = tags.Id WHERE tags.TagName = 'humor' GROUP BY posts.Id",no such table: postTags,,True,False,False,1033,46,1.5026713209999798,"SELECT AVG(T1.ViewCount), T1.Title, T2.Text FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.Tags LIKE '%<humor>%'",,,True,False,False,1003,56,3.9068846540003506,"SELECT AVG(T1.ViewCount), T1.Title, T2.Comment FROM posts AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.PostId WHERE T1.Tags LIKE '%<humor>%' GROUP BY T1.Title, T2.Comment",,,True,False,False,1033,67,4.642765607000001,"SELECT CAST(SUM(T1.ViewCount) AS REAL) / COUNT(T2.PostId), T1.Title, T2.Text FROM posts AS T1 INNER JOIN comments AS T2 ON T1.Id = T2.PostId WHERE T1.Tags LIKE '%<humor>%' GROUP BY T1.Title, T2.Text",,,False,False,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
320,320,codebase_community,simple,How many users are awarded with more than 5 badges?,more than 5 badges refers to Count (Name) > 5; user refers to UserId,"SELECT COUNT(UserId) FROM ( SELECT UserId, COUNT(Name) AS num FROM badges GROUP BY UserId ) T WHERE T.num > 5",True,False,False,990,19,0.6385856009999316,SELECT COUNT(UserId) FROM badges GROUP BY UserId HAVING COUNT(Id) > 5,,,True,False,False,1008,19,0.6372600089998741,SELECT COUNT(UserId) FROM badges GROUP BY UserId HAVING COUNT(Name) > 5,,,True,False,False,990,20,1.446294981000392,SELECT COUNT(UserId) FROM badges GROUP BY UserId HAVING COUNT(UserId) > 5,,,True,False,False,1008,44,3.0930410470000425,SELECT COUNT(DISTINCT T1.UserId) FROM badges AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id GROUP BY T1.Name HAVING COUNT(T1.Name) > 5,,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
321,321,codebase_community,moderate,Which user have only one post history per post and having at least 1000 views?,having at least 1000 view refers to Views > = 1000; user refers to UserId,SELECT T2.UserId FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN posts AS T3 ON T2.PostId = T3.Id WHERE T3.ViewCount >= 1000 GROUP BY T2.UserId HAVING COUNT(DISTINCT T2.PostHistoryTypeId) = 1,True,False,False,998,55,1.7193495460001031,SELECT u.DisplayName FROM users u JOIN posts p ON u.Id = p.OwnerUserId WHERE p.Id IN ( SELECT ph.PostId FROM postHistory ph GROUP BY ph.PostId HAVING COUNT(ph.Id) = 1 ) AND p.ViewCount >= 1000,,,False,False,False,1021,45,1.4430877170002532,"SELECT u.Id, u.DisplayName FROM users u JOIN posts p ON u.Id = p.OwnerUserId WHERE p.Views >= 1000 GROUP BY u.Id HAVING COUNT(DISTINCT p.Id) = 1",no such column: p.Views,,False,False,False,998,60,4.132775983999636,SELECT T2.DisplayName FROM postHistory AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.PostId IN ( SELECT Id FROM posts GROUP BY Id HAVING COUNT(PostHistoryTypeId) = 1 ) AND T2.Views > 1000,misuse of aggregate: COUNT(),,True,False,False,1021,62,4.296836986999551,SELECT T2.DisplayName FROM postHistory AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.PostId IN ( SELECT PostId FROM postHistory GROUP BY PostId HAVING COUNT(PostId) = 1 ) AND T2.Views >= 1000,,,False,True,False,False,False,False,False,True,both_wrong,both_wrong,both_wrong,both_wrong
322,322,codebase_community,challenging,What is the percentage difference of student badges given during 2010 and 2011?,"student badges refers to badge's name = 'Student'; during 2010 refers to Year(Date) = 2010; during 2011 refers to Year(Date) = 2011; percentage difference = Subtract (Divide(Count(Name where Year(Date) = 2010), Count (Name)) *100, Divide(Count(Name where Year(Date) = 2011), Count(Name)) * 100)","SELECT CAST(SUM(IIF(STRFTIME('%Y', Date) = '2010', 1, 0)) AS REAL) * 100 / COUNT(Id) - CAST(SUM(IIF(STRFTIME('%Y', Date) = '2011', 1, 0)) AS REAL) * 100 / COUNT(Id) FROM badges WHERE Name = 'Student'",True,False,False,1000,109,3.3996941810000862,"SELECT CAST(SUM(CASE WHEN STRFTIME('%Y', Date) = '2011' THEN 1 ELSE 0 END) - SUM(CASE WHEN STRFTIME('%Y', Date) = '2010' THEN 1 ELSE 0 END) AS REAL) * 100 / SUM(CASE WHEN STRFTIME('%Y', Date) IN ('2010', '2011') THEN 1 ELSE 0 END) FROM badges WHERE Name LIKE '%student%'",,,True,False,False,1099,73,2.3107111029999032,"SELECT CAST(SUM(CASE WHEN STRFTIME('%Y', Date) = '2010' THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN STRFTIME('%Y', Date) = '2011' THEN 1 ELSE 0 END) - 1 FROM badges WHERE Name = 'Student'",,,True,False,False,1000,115,7.8615552199999,"SELECT CAST(SUM(CASE WHEN SUBSTR(Date, 1, 4) = '2010' THEN 1 ELSE 0 END) - SUM(CASE WHEN SUBSTR(Date, 1, 4) = '2011' THEN 1 ELSE 0 END) AS REAL) * 100 / SUM(CASE WHEN SUBSTR(Date, 1, 4) IN ('2010', '2011') THEN 1 ELSE 0 END) FROM badges WHERE Name = 'Student'",,,True,False,False,1099,104,7.1554528599999685,"SELECT CAST(SUM(CASE WHEN SUBSTR(T1.Date, -4) = '2010' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.Name) - CAST(SUM(CASE WHEN SUBSTR(T1.Date, -4) = '2011' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.Name) FROM badges AS T1 WHERE T1.Name = 'Student'",,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
323,323,codebase_community,moderate,What is the average of the up votes and the average user age for users creating more than 10 posts?,"creating more than 10 post refers to Count (UserId) > 10; average of the up votes = Divide (Sum(UpVotes), Count (UserId)); average age = Divide (Sum(Age), Count(UserId))","SELECT AVG(T1.UpVotes), AVG(T1.Age) FROM users AS T1 INNER JOIN ( SELECT OwnerUserId, COUNT(*) AS post_count FROM posts GROUP BY OwnerUserId HAVING post_count > 10) AS T2 ON T1.Id = T2.OwnerUserId",False,False,False,1001,49,1.5556764829998428,"SELECT AVG(T2.UpVotes), AVG(T1.Age) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId GROUP BY T1.Id HAVING COUNT(T2.Id) > 10",no such column: T2.UpVotes,,False,False,False,1047,49,1.5631697270000586,"SELECT AVG(T2.UpVotes), AVG(T1.Age) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId GROUP BY T1.Id HAVING COUNT(T1.Id) > 10",no such column: T2.UpVotes,,True,False,False,1001,62,4.28499180200015,"SELECT CAST(SUM(T2.UpVotes) AS REAL) / COUNT(T2.Id), AVG(T2.Age) FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id GROUP BY T1.OwnerUserId HAVING COUNT(T1.OwnerUserId) > 10",,,False,False,False,1047,77,5.321244812999794,"SELECT CAST(SUM(T2.UpVotes) AS REAL) / COUNT(DISTINCT T1.UserId), CAST(SUM(T1.Age) AS REAL) / COUNT(DISTINCT T1.UserId) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId GROUP BY T1.Id HAVING COUNT(T1.Id) > 10",no such column: T1.UserId,,False,False,False,False,False,True,False,False,both_wrong,both_wrong,both_wrong,both_wrong
324,324,codebase_community,simple,Calculate the ratio of votes in 2010 and 2011.,"DIVIDE(COUNT(Id where YEAR(CreationDate) = 2010), COUNT(Id where YEAR(CreationDate) = 2011)) FROM votes;","SELECT CAST(SUM(IIF(STRFTIME('%Y', CreationDate) = '2010', 1, 0)) AS REAL) / SUM(IIF(STRFTIME('%Y', CreationDate) = '2011', 1, 0)) FROM votes",True,False,False,996,63,2.0180047540000032,"SELECT SUM(CASE WHEN STRFTIME('%Y', CreationDate) = '2010' THEN 1 ELSE 0 END) / SUM(CASE WHEN STRFTIME('%Y', CreationDate) = '2011' THEN 1 ELSE 0 END) AS Ratio FROM votes",,,True,True,False,1030,66,2.083356307000031,"SELECT CAST(SUM(CASE WHEN STRFTIME('%Y', CreationDate) = '2010' THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN STRFTIME('%Y', CreationDate) = '2011' THEN 1 ELSE 0 END) FROM votes",,,True,True,False,996,72,4.967862802000127,"SELECT CAST(SUM(CASE WHEN SUBSTR(CreationDate, 1, 4) = '2010' THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN SUBSTR(CreationDate, 1, 4) = '2011' THEN 1 ELSE 0 END) FROM votes",,,True,False,False,1030,67,4.637181352999505,"SELECT CAST(SUM(IIF(STRFTIME('%Y', CreationDate) = '2010', 1, 0)) AS REAL) * 100 / SUM(IIF(STRFTIME('%Y', CreationDate) = '2011', 1, 0)) FROM votes",,,False,True,True,True,True,True,False,True,improved,regressed,improved,regressed
325,325,codebase_community,moderate,Which post by slashnick has the most answers count? State the post ID.,most answers count refers to MAX(AnswerCount); post by slashnick refers to DisplayName = 'slashnick';,SELECT T2.PostId FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN posts AS T3 ON T2.PostId = T3.Id WHERE T1.DisplayName = 'slashnick' ORDER BY T3.AnswerCount DESC LIMIT 1,True,False,False,994,21,0.7202794869999707,SELECT Id FROM posts WHERE OwnerDisplayName = 'slashnick' ORDER BY AnswerCount DESC LIMIT 1,,,True,False,False,1014,21,0.7095958740001151,SELECT Id FROM posts WHERE OwnerDisplayName = 'slashnick' ORDER BY AnswerCount DESC LIMIT 1,,,True,False,False,994,21,1.512611425000614,SELECT Id FROM posts WHERE OwnerDisplayName = 'SlashNick' ORDER BY AnswerCount DESC LIMIT 1,,,True,False,False,1014,21,1.4988666600002034,SELECT Id FROM posts WHERE OwnerDisplayName = 'slashnick' ORDER BY AnswerCount DESC LIMIT 1,,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
326,326,codebase_community,challenging,"Among posts by Harvey Motulsky and Noah Snyder, which one has higher popularity?",Has higher popularity means the post has higher view count ; calculation = MAX(SUM(ViewCount)) where DisplayName = 'Harvey Motulsky' OR DisplayName = 'Noah Snyder';,SELECT T1.DisplayName FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN posts AS T3 ON T2.PostId = T3.Id WHERE T1.DisplayName = 'Harvey Motulsky' OR T1.DisplayName = 'Noah Snyder' GROUP BY T1.DisplayName ORDER BY SUM(T3.ViewCount) DESC LIMIT 1,True,False,False,995,47,1.5053861610001604,"SELECT p.Id, p.Title, p.Score FROM posts p JOIN users u ON p.OwnerUserId = u.Id WHERE u.DisplayName IN ('Harvey Motulsky', 'Noah Snyder') ORDER BY p.Score DESC LIMIT 1",,,True,False,False,1030,92,2.9589166890000342,"SELECT SUM(CASE WHEN T1.DisplayName = 'Harvey Motulsky' THEN T2.ViewCount ELSE 0 END) - SUM(CASE WHEN T1.DisplayName = 'Noah Snyder' THEN T2.ViewCount ELSE 0 END) AS PopularityDifference FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.DisplayName IN ('Harvey Motulsky', 'Noah Snyder')",,,True,False,False,995,57,3.875025178999749,SELECT T1.Title FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE T2.DisplayName = 'Harvey Motulsky' OR T2.DisplayName = 'Noah Snyder' ORDER BY T1.ViewCount DESC LIMIT 1,,,True,False,False,1030,67,4.634341571999357,SELECT SUM(T2.ViewCount) FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId WHERE T1.DisplayName = 'Harvey Motulsky' OR T1.DisplayName = 'Noah Snyder' GROUP BY T1.DisplayName ORDER BY SUM(T2.ViewCount) DESC LIMIT 1,,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
327,327,codebase_community,moderate,State all the tags used by Mark Meckes in his posts that doesn't have comments.,used by Mark Meckes refers to DisplayName = 'Mark Meckes'; Doen't have comments refers to CommentCount = 0;,SELECT T3.Tags FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN posts AS T3 ON T3.Id = T2.PostId WHERE T1.DisplayName = 'Mark Meckes' AND T3.CommentCount = 0,True,False,False,997,46,1.4801187119999213,SELECT DISTINCT T1.TagName FROM tags AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.Tags WHERE T2.OwnerDisplayName = 'Mark Meckes' AND T2.CommentCount = 0,,,False,False,False,1024,77,2.4078831839997292,SELECT DISTINCT T3.TagName FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId INNER JOIN postTags AS T4 ON T2.Id = T4.PostId INNER JOIN tags AS T3 ON T4.TagId = T3.Id WHERE T1.DisplayName = 'Mark Meckes' AND T2.CommentCount = 0,no such table: postTags,,True,True,False,997,49,3.3851259699995353,SELECT T1.Tags FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE T2.DisplayName = 'Mark Meckes' AND T1.CommentCount = 0 GROUP BY T1.Tags,,,True,False,False,1024,61,4.207784100999561,SELECT DISTINCT T3.TagName FROM users AS T1 INNER JOIN posts AS T2 ON T1.Id = T2.OwnerUserId INNER JOIN tags AS T3 ON T2.Tags = T3.TagName WHERE T1.DisplayName = 'Mark Meckes' AND T2.CommentCount = 0,,,False,True,False,False,True,True,False,True,both_wrong,regressed,improved,both_wrong
